medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 17:51,2/6/13 18:01,1,-73.951508,40.79084,-73.963173,40.770889,9,CSH,1,0.5,0,0,10.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:14,2/6/13 18:20,1,-73.970093,40.765495,-73.95813,40.778851,6.5,CRD,1,0.5,1.6,0,9.6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:22,2/6/13 18:28,1,-73.95842,40.778828,-73.960075,40.7705,6.5,CRD,1,0.5,1.6,0,9.6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:34,2/6/13 18:47,1,-73.96595,40.768364,-73.981575,40.771996,9,CRD,1,0.5,2.1,0,12.6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:49,2/6/13 18:57,1,-73.981194,40.770939,-73.972107,40.76067,7.5,CRD,1,0.5,2,0,11
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:59,2/6/13 19:05,1,-73.972786,40.761246,-73.964874,40.770721,6,CRD,1,0.5,1,0,8.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 19:07,2/6/13 19:13,1,-73.964264,40.771214,-73.952293,40.774879,6,CSH,1,0.5,0,0,7.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 19:19,2/6/13 19:32,1,-73.951691,40.774582,-73.871284,40.774323,23,CRD,1,0.5,10,0,34.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 19:47,2/6/13 19:59,1,-73.936729,40.754833,-73.976601,40.749981,12,CRD,1,0.5,1,0,14.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 20:02,2/6/13 20:10,1,-73.976532,40.750031,-73.955566,40.768211,8.5,CRD,0.5,0.5,1.9,0,11.4
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 20:16,2/6/13 20:20,1,-73.958961,40.771778,-73.94635,40.772865,5.5,CSH,0.5,0.5,0,0,6.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 20:30,2/6/13 20:38,1,-73.96434,40.770573,-73.981323,40.774433,6.5,CRD,0.5,0.5,1.25,0,8.75
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 20:47,2/6/13 20:52,1,-73.979866,40.760715,-73.967102,40.764263,5.5,CSH,0.5,0.5,0,0,6.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 20:58,2/6/13 21:05,1,-73.974014,40.763966,-73.951714,40.769558,7.5,CSH,0.5,0.5,0,0,8.5
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 21:14,2/6/13 21:28,1,-73.971985,40.762177,-73.969734,40.794853,13,CRD,0.5,0.5,2,0,16
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:02,2/6/13 22:08,1,-73.982674,40.767605,-73.989952,40.774696,6,CRD,0.5,0.5,1.4,0,8.4
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:13,2/6/13 22:22,1,-73.982086,40.765266,-73.955856,40.779182,9.5,CRD,0.5,0.5,2.1,0,12.6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:31,2/6/13 22:42,1,-73.973846,40.762936,-73.997787,40.740437,10.5,CRD,0.5,0.5,3.45,0,14.95
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:44,2/6/13 22:48,1,-74.000824,40.742119,-73.988632,40.746258,5,CSH,0.5,0.5,0,0,6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:53,2/6/13 22:56,1,-73.98082,40.759151,-73.982056,40.770111,5,CSH,0.5,0.5,0,0,6
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 22:58,2/6/13 23:09,1,-73.981758,40.771324,-73.949295,40.776749,10.5,CRD,0.5,0.5,1,0,12.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 0:17,3/15/13 0:33,2,-73.985931,40.760651,-74.005302,40.727531,13,CRD,0.5,0.5,0,0,14
9AAAA2F956089FE51E971AC4941548CB,3/15/13 1:55,3/15/13 2:02,1,-73.992409,40.721363,-74.001778,40.740311,8,CRD,0.5,0.5,1,0,10
9AAAA2F956089FE51E971AC4941548CB,3/15/13 2:07,3/15/13 2:17,2,-74.005119,40.741001,-74.006653,40.710182,10,CRD,0.5,0.5,2.1,0,13.1
9AAAA2F956089FE51E971AC4941548CB,3/15/13 2:47,3/15/13 2:54,1,-73.956451,40.71703,-73.948936,40.724396,6.5,CRD,0.5,0.5,1.4,0,8.9
9AAAA2F956089FE51E971AC4941548CB,3/15/13 5:19,3/15/13 5:27,1,-74.010025,40.711308,-74.004623,40.741669,10,CRD,0.5,0.5,2,0,13
9AAAA2F956089FE51E971AC4941548CB,3/15/13 5:32,3/15/13 5:47,1,-74.002563,40.734241,-73.954102,40.719246,16,CSH,0.5,0.5,0,0,17
9AAAA2F956089FE51E971AC4941548CB,3/15/13 6:16,3/15/13 6:36,1,-74.010429,40.711983,-73.870644,40.773811,32.5,CRD,0,0.5,6.5,0,39.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 8:10,3/15/13 9:21,1,-73.787743,40.641533,-73.982147,40.755276,52,CSH,0,0.5,0,5.33,57.83
9AAAA2F956089FE51E971AC4941548CB,3/15/13 9:24,3/15/13 9:47,1,-73.980324,40.754456,-73.960457,40.817799,21.5,CRD,0,0.5,3,0,25
9AAAA2F956089FE51E971AC4941548CB,3/15/13 9:51,3/15/13 10:10,1,-73.958702,40.815399,-73.985641,40.768238,16.5,CSH,0,0.5,0,0,17
9AAAA2F956089FE51E971AC4941548CB,3/15/13 10:12,3/15/13 10:37,1,-73.987335,40.765587,-73.999397,40.722221,17.5,CSH,0,0.5,0,0,18
9AAAA2F956089FE51E971AC4941548CB,3/15/13 10:38,3/15/13 10:41,1,-73.987335,40.765587,-74.002037,40.730019,4.5,CRD,0,0.5,0.9,0,5.9
9AAAA2F956089FE51E971AC4941548CB,3/15/13 10:53,3/15/13 11:14,1,-74.007584,40.740929,-73.974922,40.763233,15,CRD,0,0.5,3,0,18.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 11:20,3/15/13 11:42,1,-73.971725,40.760395,-73.994156,40.746086,15,CRD,0,0.5,3,0,18.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 11:44,3/15/13 11:57,1,-73.996498,40.742886,-73.992584,40.730381,9,CRD,0,0.5,1.8,0,11.3
9AAAA2F956089FE51E971AC4941548CB,3/15/13 11:59,3/15/13 12:13,1,-73.995644,40.726463,-74.00737,40.742844,10.5,CRD,0,0.5,2.1,0,13.1
9AAAA2F956089FE51E971AC4941548CB,3/15/13 12:14,3/15/13 12:22,1,-74.007584,40.743294,-74.005623,40.735867,6.5,CSH,0,0.5,0,0,7
9AAAA2F956089FE51E971AC4941548CB,3/15/13 12:30,3/15/13 12:33,1,-74.006004,40.740116,-74.001923,40.74062,4,CRD,0,0.5,0.8,0,5.3
9AAAA2F956089FE51E971AC4941548CB,3/15/13 12:35,3/15/13 12:43,1,-73.998634,40.74485,-73.996834,40.757832,8,CRD,0,0.5,2,0,10.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 12:45,3/15/13 12:58,1,-73.995544,40.759659,-73.962982,40.775021,11.5,CRD,0,0.5,2.3,0,14.3
9AAAA2F956089FE51E971AC4941548CB,3/15/13 12:59,3/15/13 13:01,1,-73.962166,40.776302,-73.958603,40.781033,3.5,CRD,0,0.5,0.7,0,4.7
9AAAA2F956089FE51E971AC4941548CB,3/15/13 13:02,3/15/13 13:12,1,-73.956749,40.783001,-73.963234,40.767601,8.5,CSH,0,0.5,0,0,9
9AAAA2F956089FE51E971AC4941548CB,3/15/13 13:14,3/15/13 13:29,1,-73.961273,40.764866,-73.976768,40.754478,10.5,CSH,0,0.5,0,0,11
9AAAA2F956089FE51E971AC4941548CB,3/15/13 13:30,3/15/13 13:46,1,-73.961273,40.764866,-73.975426,40.728786,13.5,CRD,0,0.5,1.5,0,15.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 14:23,3/15/13 14:39,1,-73.986526,40.734192,-73.984833,40.746159,11,CSH,0,0.5,0,0,11.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 14:40,3/15/13 14:44,1,-73.986526,40.734192,-73.989441,40.739468,4.5,CSH,0,0.5,0,0,5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 14:44,3/15/13 14:58,1,-73.986526,40.734192,-74.004799,40.746906,10,CRD,0,0.5,2,0,12.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 15:03,3/15/13 15:13,1,-74.001373,40.746571,-73.978989,40.752678,9,CRD,0,0.5,1.8,0,11.3
9AAAA2F956089FE51E971AC4941548CB,3/15/13 15:14,3/15/13 15:25,1,-73.976357,40.752953,-74.002357,40.755272,10,CSH,0,0.5,0,0,10.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 15:26,3/15/13 15:39,1,-73.976357,40.752953,-73.989128,40.74826,9.5,CRD,0,0.5,1.9,0,11.9
9AAAA2F956089FE51E971AC4941548CB,3/15/13 15:39,3/15/13 15:42,1,-73.988281,40.748337,-73.984642,40.753674,4.5,CSH,0,0.5,0,0,5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 15:45,3/15/13 15:58,1,-73.982254,40.757244,-73.96022,40.768051,10,CSH,0,0.5,0,0,10.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 16:02,3/15/13 16:09,1,-73.954613,40.767609,-73.954483,40.779102,6.5,CRD,1,0.5,2,0,10
9AAAA2F956089FE51E971AC4941548CB,3/15/13 16:15,3/15/13 16:53,1,-73.962044,40.773663,-73.979164,40.647617,39.5,CRD,1,0.5,3.67,5.33,50
9AAAA2F956089FE51E971AC4941548CB,3/15/13 20:00,3/15/13 20:05,2,-74.015358,40.708408,-74.008736,40.716652,6,CRD,0.5,0.5,0,0,7
9AAAA2F956089FE51E971AC4941548CB,3/15/13 20:11,3/15/13 20:25,1,-74.010338,40.718716,-73.97435,40.75098,20.5,CSH,0.5,0.5,0,0,21.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 20:28,3/15/13 20:33,1,-73.978264,40.752403,-73.969612,40.759193,6,CSH,0.5,0.5,0,0,7
9AAAA2F956089FE51E971AC4941548CB,3/15/13 20:35,3/15/13 20:52,4,-73.967407,40.757381,-73.98941,40.743351,13,CSH,0.5,0.5,0,0,14
9AAAA2F956089FE51E971AC4941548CB,3/15/13 20:55,3/15/13 21:01,1,-73.991859,40.744446,-74.002991,40.743965,6,CRD,0.5,0.5,1.62,0,8.62
9AAAA2F956089FE51E971AC4941548CB,3/15/13 21:09,3/15/13 21:27,1,-74.000191,40.742847,-73.956398,40.770275,16,CSH,0.5,0.5,0,0,17
9AAAA2F956089FE51E971AC4941548CB,3/15/13 21:32,3/15/13 21:36,1,-73.958199,40.772961,-73.948334,40.783009,5.5,CSH,0.5,0.5,0,0,6.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 21:45,3/15/13 21:59,1,-73.961594,40.764664,-73.991249,40.7262,12.5,CSH,0.5,0.5,0,0,13.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 22:00,3/15/13 22:45,2,-73.961594,40.764664,-73.957092,40.722088,37.5,CSH,0.5,0.5,0,0,38.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 22:47,3/15/13 22:50,1,-73.961594,40.764664,-73.963478,40.716713,4.5,CSH,0.5,0.5,0,0,5.5
9AAAA2F956089FE51E971AC4941548CB,3/15/13 22:55,3/15/13 23:23,2,-73.956642,40.720928,-73.959053,40.771523,27,CRD,0.5,0.5,8.25,0,36.25
9AAAA2F956089FE51E971AC4941548CB,3/15/13 23:53,3/16/13 0:10,1,-73.981941,40.756851,-74.005173,40.741081,12.5,CSH,0.5,0.5,0,0,13.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 0:01,5/30/13 0:18,3,-74.002365,40.734482,-73.947754,40.723988,18,CSH,0.5,0.5,0,0,19
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 1:45,5/30/13 1:55,2,-73.988686,40.722343,-73.98513,40.687115,11.5,CRD,0.5,0.5,2.4,0,14.9
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 2:13,5/30/13 2:34,2,-73.986336,40.722473,-73.954811,40.820309,29,CRD,0.5,0.5,5.9,0,35.9
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 2:51,5/30/13 2:58,2,-73.981148,40.767799,-73.970291,40.796555,9,CRD,0.5,0.5,0,0,10
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 8:18,5/30/13 8:45,2,-73.954102,40.768745,-73.980125,40.747578,20,CRD,0,0.5,5,0,25.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 8:52,5/30/13 9:09,2,-73.98703,40.751003,-73.95752,40.773369,13,CSH,0,0.5,0,0,13.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 9:11,5/30/13 9:35,2,-73.956062,40.77198,-74.001793,40.755711,18,CRD,0,0.5,3.6,0,22.1
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 9:43,5/30/13 9:51,3,-73.996246,40.744331,-73.977837,40.742153,7.5,CRD,0,0.5,1.5,0,9.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 13:40,5/30/13 13:56,2,-73.935425,40.759201,-73.915611,40.757393,10.5,CSH,0,0.5,0,0,11
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 14:35,5/30/13 14:55,2,-73.959038,40.763813,-73.975029,40.777451,13.5,CRD,0,0.5,1,0,15
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 14:56,5/30/13 15:11,2,-73.974709,40.777924,-73.945068,40.778679,11.5,CSH,0,0.5,0,0,12
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 15:20,5/30/13 15:43,3,-73.945564,40.780308,-73.98011,40.763672,18,CSH,0,0.5,0,0,18.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 15:46,5/30/13 15:58,2,-73.98262,40.764423,-73.993446,40.758858,8.5,CRD,0,0.5,1,0,10
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:03,5/30/13 16:06,1,-73.99472,40.760906,-73.983139,40.775864,5.5,CRD,1,0.5,0.75,0,7.75
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:09,5/30/13 16:19,2,-73.981728,40.775375,-73.966194,40.766277,8,CRD,1,0.5,2.25,0,11.75
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:22,5/30/13 16:36,2,-73.966385,40.764721,-73.966103,40.765163,11,CSH,1,0.5,0,0,12.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:25,5/30/13 17:39,2,-73.956512,40.76704,-73.979858,40.755131,11.5,CRD,1,0.5,2.5,0,15.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:41,5/30/13 17:52,2,-73.980606,40.754204,-73.991478,40.732552,9.5,CRD,1,0.5,2.1,0,13.1
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:55,5/30/13 18:08,2,-73.992241,40.734592,-73.997826,40.746223,9.5,CRD,1,0.5,2,0,13
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:12,5/30/13 18:23,2,-74.000061,40.747597,-73.996063,40.744167,7.5,CRD,1,0.5,2,0,11
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:25,5/30/13 18:46,2,-73.992004,40.742462,-73.946983,40.775867,17,CRD,1,0.5,3.6,0,22.1
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:53,5/30/13 19:00,3,-73.956047,40.772049,-73.967407,40.772141,6,CSH,1,0.5,0,0,7.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:04,5/30/13 19:36,2,-73.970924,40.767223,-73.962708,40.719429,30,CRD,1,0.5,6.2,0,37.7
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:38,5/30/13 19:51,2,-73.960564,40.719639,-73.98616,40.720718,11.5,CRD,1,0.5,2,0,15
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:54,5/30/13 20:05,2,-73.98349,40.721909,-73.953239,40.710762,11.5,CSH,1,0.5,0,0,13
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 20:14,5/30/13 20:26,2,-73.983292,40.730576,-73.992813,40.720398,9,CSH,0.5,0.5,0,0,10
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 20:54,5/30/13 21:14,2,-74.003372,40.727272,-73.950249,40.775639,18,CRD,0.5,0.5,2,0,21
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 21:31,5/30/13 21:38,2,-73.972992,40.758034,-73.986267,40.740479,7.5,CSH,0.5,0.5,0,0,8.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 21:40,5/30/13 22:03,2,-73.988289,40.737877,-73.97757,40.671741,20,CRD,0.5,0.5,4.1,0,25.1
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:12,5/30/13 22:24,2,-73.98317,40.693459,-73.974785,40.741898,13,CRD,0.5,0.5,3.38,0,17.38
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:25,5/30/13 22:30,2,-73.974709,40.74202,-73.962418,40.766338,7.5,CRD,0.5,0.5,2,0,10.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:35,5/30/13 22:43,3,-73.9701,40.761391,-73.987175,40.756241,7.5,CRD,0.5,0.5,1.6,0,10.1
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:44,5/30/13 22:56,2,-73.98941,40.756771,-73.957756,40.768745,11.5,CRD,0.5,0.5,0,0,12.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 23:10,5/30/13 23:15,2,-73.97377,40.760971,-73.977516,40.753841,5.5,CSH,0.5,0.5,0,0,6.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 23:19,5/30/13 23:29,2,-73.982651,40.75108,-74.005547,40.726376,9.5,CRD,0.5,0.5,1,0,11.5
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 23:32,5/31/13 0:06,2,-74.002991,40.727997,-73.93013,40.631012,32,CRD,0.5,0.5,0,0,33
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 0:38,10/9/13 0:53,1,-74.006958,40.728889,-73.967194,40.757515,14.5,CRD,0.5,0.5,2,0,17.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 1:18,10/9/13 1:21,1,-73.984406,40.764881,-73.970352,40.760731,4.5,CRD,0.5,0.5,1,0,6.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 2:05,10/9/13 2:12,1,-74.001656,40.739296,-73.976936,40.73259,8,CSH,0.5,0.5,0,0,9
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 4:24,10/9/13 4:35,1,-73.9935,40.729122,-73.96727,40.693321,13.5,CRD,0.5,0.5,1.45,0,15.95
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 4:59,10/9/13 5:26,1,-73.989082,40.72694,-73.911469,40.76841,29.5,CSH,0.5,0.5,0,0,30.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 5:42,10/9/13 5:48,1,-73.952705,40.780819,-73.976135,40.788239,7,CSH,0.5,0.5,0,0,8
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 5:50,10/9/13 5:56,1,-73.978973,40.785534,-73.980957,40.759972,8,CSH,0.5,0.5,0,0,9
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:04,10/9/13 6:06,1,-73.995117,40.734188,-74.001465,40.737263,3.5,CRD,0,0.5,0.5,0,4.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:11,10/9/13 6:14,1,-73.988777,40.748711,-73.978645,40.760841,5.5,CRD,0,0.5,1.2,0,7.2
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:24,10/9/13 6:27,1,-73.991394,40.73167,-73.985291,40.739735,5,CRD,0,0.5,1.1,0,6.6
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:32,10/9/13 6:38,1,-73.979225,40.74033,-73.999077,40.720169,8,CSH,0,0.5,0,0,8.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:53,10/9/13 7:00,1,-73.984177,40.740276,-73.984909,40.759346,8.5,CRD,0,0.5,1,0,10
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:11,10/9/13 7:15,1,-73.977058,40.779846,-73.988815,40.773785,5.5,CSH,0,0.5,0,0,6
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:18,10/9/13 7:31,1,-73.991508,40.770126,-73.975075,40.754063,10,CSH,0,0.5,0,0,10.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:40,10/9/13 7:49,1,-73.988029,40.728142,-73.969582,40.761353,10.5,CRD,0,0.5,1.25,0,12.25
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:52,10/9/13 8:11,1,-73.968414,40.76461,-73.993309,40.724552,15.5,CRD,0,0.5,3.2,0,19.2
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 8:26,10/9/13 8:41,1,-73.979424,40.749222,-73.957603,40.779408,12.5,CRD,0,0.5,2.6,0,15.6
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 8:44,10/9/13 9:05,1,-73.955093,40.783169,-73.97464,40.755978,13.5,CRD,0,0.5,2.8,0,16.8
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:13,10/9/13 9:34,1,-73.980896,40.74752,-74.014244,40.713978,16,CSH,0,0.5,0,0,16.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:40,10/9/13 9:48,1,-74.010605,40.715279,-73.999557,40.720856,7,CSH,0,0.5,0,0,7.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:52,10/9/13 10:08,2,-73.998024,40.722672,-74.005966,40.706421,11.5,CRD,0,0.5,2.4,0,14.4
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 10:16,10/9/13 10:30,1,-74.01442,40.704411,-73.970398,40.751732,18.5,CRD,0,0.5,4.75,0,23.75
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 10:35,10/9/13 10:52,1,-73.976532,40.743999,-73.983765,40.745678,11,CSH,0,0.5,0,0,11.5
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 11:01,10/9/13 11:12,1,-73.984421,40.742714,-74.002739,40.723431,9.5,CRD,0,0.5,2,0,12
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 11:45,10/9/13 12:18,1,-74.00898,40.716129,-73.954109,40.790192,29,CRD,0,0.5,5.9,0,35.4
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 12:21,10/9/13 12:29,1,-73.957481,40.785461,-73.948509,40.776459,7.5,CRD,0,0.5,1.6,0,9.6
