medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 8:51,4/17/13 9:00,1,-73.970367,40.757023,-73.970367,40.757023,7.5,CRD,0,0.5,1.6,0,9.6
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 9:19,4/17/13 9:24,1,-73.981941,40.731144,-73.981941,40.731144,5.5,CRD,0,0.5,1.2,0,7.2
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 9:31,4/17/13 9:45,1,-73.990028,40.729683,-73.990028,40.729683,11,CRD,0,0.5,1,0,12.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 9:52,4/17/13 10:09,1,-73.974831,40.756184,-73.963417,40.758472,12,CSH,0,0.5,0,0,12.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 10:20,4/17/13 10:23,1,-73.955711,40.768272,-73.95948,40.773327,4,CSH,0,0.5,0,0,4.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 10:38,4/17/13 10:44,1,-73.953438,40.782421,-73.949738,40.77235,6.5,CSH,0,0.5,0,0,7
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 10:50,4/17/13 10:57,2,-73.958382,40.768818,-73.961731,40.767845,6,CRD,0,0.5,1,0,7.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 11:03,4/17/13 11:15,1,-73.960655,40.772606,-73.958466,40.76886,8.5,CRD,0,0.5,0,0,9
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 11:20,4/17/13 11:30,1,-73.958466,40.76886,-73.958069,40.773506,8,CSH,0,0.5,0,0,8.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 11:38,4/17/13 11:49,1,-73.954819,40.774231,-73.963188,40.762177,8.5,CSH,0,0.5,0,0,9
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 12:04,4/17/13 12:10,1,-73.97702,40.750343,-73.97702,40.750343,5.5,CRD,0,0.5,1,0,7
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 12:23,4/17/13 12:30,1,-73.978798,40.765263,-73.98024,40.770611,6.5,CSH,0,0.5,0,0,7
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 12:33,4/17/13 12:36,1,-73.98024,40.770611,-73.984177,40.774841,4.5,CSH,0,0.5,0,0,5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 12:41,4/17/13 12:55,1,-73.982414,40.777618,-73.977173,40.759224,10.5,CSH,0,0.5,0,0,11
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 12:56,4/17/13 13:07,2,-73.977173,40.759224,-73.982811,40.756035,7.5,CSH,0,0.5,0,0,8
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 13:20,4/17/13 13:25,1,-73.979187,40.762653,-73.979187,40.762653,5,CRD,0,0.5,1.1,0,6.6
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 14:01,4/17/13 14:06,1,-73.990189,40.77177,-73.990189,40.77177,5,CRD,0,0.5,1,0,6.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 14:16,4/17/13 14:31,1,-73.990189,40.77177,-73.990189,40.77177,12,CRD,0,0.5,3.75,0,16.25
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 14:50,4/17/13 14:57,1,-73.963066,40.77581,-73.971748,40.766109,6.5,CRD,0,0.5,1.4,0,8.4
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 15:01,4/17/13 15:10,1,-73.981964,40.768314,-73.981964,40.768314,7,CRD,0,0.5,1.5,0,9
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 15:11,4/17/13 15:20,3,-73.981964,40.768314,-73.981964,40.768314,7.5,CSH,0,0.5,0,0,8
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 15:22,4/17/13 15:36,2,-73.981964,40.768314,-73.981964,40.768314,11.5,CSH,0,0.5,0,0,12
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 15:38,4/17/13 15:49,1,-73.981964,40.768314,-73.981964,40.768314,9,CSH,0,0.5,0,0,9.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 15:51,4/17/13 16:17,2,-73.981964,40.768314,-73.981964,40.768314,17.5,CSH,0,0.5,0,0,18
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 16:18,4/17/13 16:34,1,-73.981964,40.768314,-73.981964,40.768314,12,CRD,1,0.5,1,0,14.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 16:38,4/17/13 16:41,1,-73.981964,40.768314,-73.981964,40.768314,4.5,CSH,1,0.5,0,0,6
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 16:52,4/17/13 16:59,1,-73.981964,40.768314,-73.981964,40.768314,7,CRD,1,0.5,1.7,0,10.2
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 17:00,4/17/13 17:10,1,-73.981964,40.768314,-73.981964,40.768314,8,CRD,1,0.5,1.9,0,11.4
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 17:12,4/17/13 17:25,1,-73.981964,40.768314,-73.972656,40.75988,11,CRD,1,0.5,1,0,13.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 17:28,4/17/13 17:55,1,-73.972656,40.75988,-73.983177,40.744736,18,CSH,1,0.5,0,0,19.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 17:58,4/17/13 18:10,1,-73.983177,40.744736,-73.995651,40.748913,9.5,CRD,1,0.5,1,0,12
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 18:19,4/17/13 18:25,1,-74.000877,40.761974,-73.985252,40.765163,6,CSH,1,0.5,0,0,7.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 18:28,4/17/13 18:48,1,-73.985252,40.765163,-73.984169,40.742764,14.5,CSH,1,0.5,0,0,16
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 18:49,4/17/13 19:01,1,-73.984169,40.742764,-73.987122,40.739407,9.5,CRD,1,0.5,2.2,0,13.2
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 19:01,4/17/13 19:08,1,-73.987122,40.739407,-73.987122,40.739407,5.5,CRD,1,0.5,1,0,8
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 19:08,4/17/13 19:14,1,-73.987122,40.739407,-73.979301,40.763557,5.5,CSH,1,0.5,0,0,7
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 19:19,4/17/13 19:26,1,-73.979301,40.763557,-73.979301,40.763557,7,CRD,1,0.5,2.55,0,11.05
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 19:29,4/17/13 19:53,1,-73.979301,40.763557,-73.975838,40.728451,17,CSH,1,0.5,0,0,18.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:00,4/17/13 20:08,1,-73.975838,40.728451,-74.002121,40.740238,7,CSH,0.5,0.5,0,0,8
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:09,4/17/13 20:16,1,-74.002121,40.740238,-74.004677,40.742065,6.5,CSH,0.5,0.5,0,0,7.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:17,4/17/13 20:29,1,-74.004677,40.742065,-74.004677,40.742065,10,CRD,0.5,0.5,2.75,0,13.75
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:32,4/17/13 20:42,1,-74.004677,40.742065,-74.008675,40.74218,11,CRD,0.5,0.5,2.4,0,14.4
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:43,4/17/13 20:47,1,-74.008675,40.74218,-73.999672,40.753815,6.5,CRD,0.5,0.5,1,0,8.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:51,4/17/13 20:56,1,-73.99073,40.766075,-73.99073,40.766075,5.5,CRD,0.5,0.5,1,0,7.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 20:59,4/17/13 21:06,1,-73.99073,40.766075,-73.997192,40.762272,7,CRD,0.5,0.5,1,0,9
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 21:14,4/17/13 21:22,1,-73.997192,40.762272,-73.982468,40.74884,7.5,CSH,0.5,0.5,0,0,8.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 21:26,4/17/13 21:38,1,-73.982468,40.74884,-74.000389,40.737228,11,CRD,0.5,0.5,1,0,13
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 21:43,4/17/13 21:57,1,-74.007408,40.727303,-73.980324,40.735306,14,CRD,0.5,0.5,2,0,17
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 22:00,4/17/13 22:15,1,-73.980324,40.735306,-73.917397,40.74287,16.5,CSH,0.5,0.5,0,0,17.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 23:17,4/17/13 23:26,1,-73.863144,40.769081,-73.866776,40.771011,13.5,CRD,0.5,0.5,0,0,14.5
0FE34002F6E240EBAE51520DEF0D2259,4/17/13 23:49,4/18/13 0:10,1,-73.888924,40.768906,-73.789772,40.66547,33.5,CSH,0.5,0.5,0,0,34.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:01,9/28/13 0:11,3,-73.988708,40.748386,-73.984909,40.768368,10,CSH,0.5,0.5,0,0,11
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:01,9/28/13 0:11,3,-73.988708,40.748386,-73.984909,40.768368,10,CSH,0.5,0.5,0,0,11
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:13,9/28/13 0:25,3,-73.984756,40.768242,-73.993134,40.736897,11,CRD,0.5,0.5,2.4,0,14.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:13,9/28/13 0:25,3,-73.984756,40.768242,-73.993134,40.736897,11,CRD,0.5,0.5,2.4,0,14.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:27,9/28/13 0:37,2,-73.995605,40.738976,-74.007462,40.741028,8,CSH,0.5,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:27,9/28/13 0:37,2,-73.995605,40.738976,-74.007462,40.741028,8,CSH,0.5,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:37,9/28/13 0:44,2,-74.00766,40.74081,-73.994797,40.750282,7,CSH,0.5,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:37,9/28/13 0:44,2,-74.00766,40.74081,-73.994797,40.750282,7,CSH,0.5,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:57,9/28/13 1:05,1,-73.975578,40.750839,-73.992386,40.749241,7.5,CRD,0.5,0.5,1.7,0,10.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 0:57,9/28/13 1:05,1,-73.975578,40.750839,-73.992386,40.749241,7.5,CRD,0.5,0.5,1.7,0,10.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 1:12,9/28/13 1:36,3,-73.987846,40.760082,-73.927635,40.865486,28.5,CRD,0.5,0.5,5.9,0,35.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 1:12,9/28/13 1:36,3,-73.987846,40.760082,-73.927635,40.865486,28.5,CRD,0.5,0.5,5.9,0,35.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:04,9/28/13 2:12,2,-73.985573,40.768074,-73.946053,40.835369,17,CSH,0.5,0.5,0,0,18
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:04,9/28/13 2:12,2,-73.985573,40.768074,-73.946053,40.835369,17,CSH,0.5,0.5,0,0,18
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:38,9/28/13 2:48,1,-74.002174,40.734669,-73.986214,40.775799,12.5,CRD,0.5,0.5,2.7,0,16.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:38,9/28/13 2:48,1,-74.002174,40.734669,-73.986214,40.775799,12.5,CRD,0.5,0.5,2.7,0,16.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:53,9/28/13 3:00,2,-73.982491,40.767918,-73.973526,40.761501,8,CRD,0.5,0.5,1.8,0,10.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 2:53,9/28/13 3:00,2,-73.982491,40.767918,-73.973526,40.761501,8,CRD,0.5,0.5,1.8,0,10.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 3:14,9/28/13 3:26,1,-73.989853,40.729664,-73.990433,40.768181,13,CSH,0.5,0.5,0,0,14
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 3:14,9/28/13 3:26,1,-73.989853,40.729664,-73.990433,40.768181,13,CSH,0.5,0.5,0,0,14
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 3:32,9/28/13 3:48,1,-73.993607,40.762482,-73.910477,40.761833,19,CSH,0.5,0.5,0,0,20
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 3:32,9/28/13 3:48,1,-73.993607,40.762482,-73.910477,40.761833,19,CSH,0.5,0.5,0,0,20
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 4:19,9/28/13 4:23,1,-73.990013,40.729401,-73.981071,40.733807,4.5,CSH,0.5,0.5,0,0,5.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 4:19,9/28/13 4:23,1,-73.990013,40.729401,-73.981071,40.733807,4.5,CSH,0.5,0.5,0,0,5.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 6:21,9/28/13 6:48,1,-73.988823,40.758598,-73.962944,40.66066,32.5,CRD,0,0.5,5,0,38
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 6:21,9/28/13 6:48,1,-73.988823,40.758598,-73.962944,40.66066,32.5,CRD,0,0.5,5,0,38
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 8:38,9/28/13 8:54,1,-73.957893,40.759857,-73.957809,40.722015,23.5,CSH,0,0.5,0,0,24
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 8:38,9/28/13 8:54,1,-73.957893,40.759857,-73.957809,40.722015,23.5,CSH,0,0.5,0,0,24
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:01,9/28/13 9:23,1,-73.964439,40.715797,-73.999893,40.725403,16,CRD,0,0.5,2,0,18.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:01,9/28/13 9:23,1,-73.964439,40.715797,-73.999893,40.725403,16,CRD,0,0.5,2,0,18.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:33,9/28/13 9:39,1,-73.995171,40.749691,-74.005852,40.737072,6.5,CRD,0,0.5,1.75,0,8.75
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:33,9/28/13 9:39,1,-73.995171,40.749691,-74.005852,40.737072,6.5,CRD,0,0.5,1.75,0,8.75
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:41,9/28/13 9:58,1,-74.004906,40.737617,-73.983376,40.77631,14,CRD,0,0.5,3.62,0,18.12
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 9:41,9/28/13 9:58,1,-74.004906,40.737617,-73.983376,40.77631,14,CRD,0,0.5,3.62,0,18.12
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:05,9/28/13 10:11,1,-73.974579,40.790901,-73.962196,40.810314,7.5,CRD,0,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:05,9/28/13 10:11,1,-73.974579,40.790901,-73.962196,40.810314,7.5,CRD,0,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:19,9/28/13 10:23,1,-73.960228,40.797935,-73.969505,40.785294,5.5,CRD,0,0.5,1.5,0,7.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:19,9/28/13 10:23,1,-73.960228,40.797935,-73.969505,40.785294,5.5,CRD,0,0.5,1.5,0,7.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:24,9/28/13 10:28,1,-73.969566,40.785252,-73.979935,40.770962,6,CSH,0,0.5,0,0,6.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:24,9/28/13 10:28,1,-73.969566,40.785252,-73.979935,40.770962,6,CSH,0,0.5,0,0,6.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:30,9/28/13 10:43,1,-73.98204,40.770546,-73.951088,40.774593,11.5,CRD,0,0.5,2.4,0,14.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:30,9/28/13 10:43,1,-73.98204,40.770546,-73.951088,40.774593,11.5,CRD,0,0.5,2.4,0,14.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:50,9/28/13 11:00,1,-73.95974,40.773636,-73.982788,40.744751,10.5,CRD,0,0.5,2,0,13
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 10:50,9/28/13 11:00,1,-73.95974,40.773636,-73.982788,40.744751,10.5,CRD,0,0.5,2,0,13
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:04,9/28/13 11:12,1,-73.984009,40.744225,-73.99469,40.750473,6.5,CSH,0,0.5,0,0,7
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:04,9/28/13 11:12,1,-73.984009,40.744225,-73.99469,40.750473,6.5,CSH,0,0.5,0,0,7
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:30,9/28/13 11:48,1,-73.99408,40.751286,-73.979301,40.736401,13.5,CRD,0,0.5,2.8,0,16.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:30,9/28/13 11:48,1,-73.99408,40.751286,-73.979301,40.736401,13.5,CRD,0,0.5,2.8,0,16.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:52,9/28/13 12:01,1,-73.974419,40.742573,-73.966629,40.77235,10,CRD,0,0.5,1,0,11.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 11:52,9/28/13 12:01,1,-73.974419,40.742573,-73.966629,40.77235,10,CRD,0,0.5,1,0,11.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 12:05,9/28/13 12:07,1,-73.969788,40.768776,-73.977036,40.758732,4.5,CSH,0,0.5,0,0,5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 12:05,9/28/13 12:07,1,-73.969788,40.768776,-73.977036,40.758732,4.5,CSH,0,0.5,0,0,5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 12:18,9/28/13 12:30,1,-73.988831,40.75304,-73.979309,40.742123,9.5,CSH,0,0.5,0,0,10
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 12:18,9/28/13 12:30,1,-73.988831,40.75304,-73.979309,40.742123,9.5,CSH,0,0.5,0,0,10
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 13:44,9/28/13 13:48,1,-73.994415,40.751598,-73.993301,40.753101,4,CRD,0,0.5,0.9,0,5.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 13:44,9/28/13 13:48,1,-73.994415,40.751598,-73.993301,40.753101,4,CRD,0,0.5,0.9,0,5.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:03,9/28/13 14:19,1,-73.990715,40.756016,-73.983582,40.757118,10.5,CRD,0,0.5,0.01,0,11.01
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:03,9/28/13 14:19,1,-73.990715,40.756016,-73.983582,40.757118,10.5,CRD,0,0.5,0.01,0,11.01
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:33,9/28/13 14:41,1,-73.988029,40.75964,-73.971901,40.781715,8.5,CSH,0,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:33,9/28/13 14:41,1,-73.988029,40.75964,-73.971901,40.781715,8.5,CSH,0,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:43,9/28/13 14:45,1,-73.971832,40.781822,-73.96402,40.777069,4,CSH,0,0.5,0,0,4.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 14:43,9/28/13 14:45,1,-73.971832,40.781822,-73.96402,40.777069,4,CSH,0,0.5,0,0,4.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:00,9/28/13 15:19,1,-73.974442,40.756306,-73.997833,40.751289,12.5,CRD,0,0.5,2.6,0,15.6
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:00,9/28/13 15:19,1,-73.974442,40.756306,-73.997833,40.751289,12.5,CRD,0,0.5,2.6,0,15.6
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:20,9/28/13 15:30,1,-73.99791,40.75111,-73.9925,40.748249,7.5,CRD,0,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:20,9/28/13 15:30,1,-73.99791,40.75111,-73.9925,40.748249,7.5,CRD,0,0.5,0,0,8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:35,9/28/13 15:47,1,-73.994865,40.749962,-73.989929,40.757023,8.5,CSH,0,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:35,9/28/13 15:47,1,-73.994865,40.749962,-73.989929,40.757023,8.5,CSH,0,0.5,0,0,9
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:49,9/28/13 15:59,1,-73.989197,40.757881,-73.973541,40.763397,8.5,CRD,0,0.5,1.8,0,10.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 15:49,9/28/13 15:59,1,-73.989197,40.757881,-73.973541,40.763397,8.5,CRD,0,0.5,1.8,0,10.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 16:02,9/28/13 16:17,1,-73.973351,40.763268,-73.988365,40.737228,11.5,CRD,0,0.5,1,0,13
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 16:02,9/28/13 16:17,1,-73.973351,40.763268,-73.988365,40.737228,11.5,CRD,0,0.5,1,0,13
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 16:24,9/28/13 16:30,1,-74.003365,40.742512,-73.995613,40.759369,6.5,CRD,0,0.5,1.4,0,8.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 16:24,9/28/13 16:30,1,-74.003365,40.742512,-73.995613,40.759369,6.5,CRD,0,0.5,1.4,0,8.4
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:01,9/28/13 17:25,1,-73.994438,40.760822,-73.982124,40.756916,14.5,CSH,0,0.5,0,0,15
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:01,9/28/13 17:25,1,-73.994438,40.760822,-73.982124,40.756916,14.5,CSH,0,0.5,0,0,15
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:26,9/28/13 17:39,2,-73.979767,40.756287,-73.960335,40.762054,9,CSH,0,0.5,0,0,9.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:26,9/28/13 17:39,2,-73.979767,40.756287,-73.960335,40.762054,9,CSH,0,0.5,0,0,9.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:43,9/28/13 17:59,1,-73.95414,40.7747,-73.976166,40.748646,12.5,CRD,0,0.5,3,0,16
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 17:43,9/28/13 17:59,1,-73.95414,40.7747,-73.976166,40.748646,12.5,CRD,0,0.5,3,0,16
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:01,9/28/13 18:07,1,-73.976509,40.748695,-73.990608,40.745228,6,CRD,0,0.5,1.3,0,7.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:01,9/28/13 18:07,1,-73.976509,40.748695,-73.990608,40.745228,6,CRD,0,0.5,1.3,0,7.8
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:09,9/28/13 18:15,1,-73.990486,40.746201,-73.985657,40.753639,5.5,CRD,0,0.5,1.2,0,7.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:09,9/28/13 18:15,1,-73.990486,40.746201,-73.985657,40.753639,5.5,CRD,0,0.5,1.2,0,7.2
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:22,9/28/13 18:31,2,-73.98674,40.74551,-73.991615,40.730255,8,CRD,0,0.5,2.12,0,10.62
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:22,9/28/13 18:31,2,-73.98674,40.74551,-73.991615,40.730255,8,CRD,0,0.5,2.12,0,10.62
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:38,9/28/13 18:50,1,-73.975441,40.749287,-73.992264,40.749287,9,CSH,0,0.5,0,0,9.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:38,9/28/13 18:50,1,-73.975441,40.749287,-73.992264,40.749287,9,CSH,0,0.5,0,0,9.5
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:51,9/28/13 19:20,1,-73.992271,40.749374,-73.992088,40.71801,19.5,CRD,0,0.5,4,0,24
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 18:51,9/28/13 19:20,1,-73.992271,40.749374,-73.992088,40.71801,19.5,CRD,0,0.5,4,0,24
3BCD8C31FAA3F956FCF1E94F56D04A60,9/28/13 19:36,9/28/13 19:44,1,-73.975792,40.748894,-73.974243,40.758095,6.5,CRD,0,0.5,1.4,0,8.4
