medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 14:56,5/30/13 15:11,2,-73.974709,40.777924,-73.945068,40.778679,11.5,CSH,0,0.5,0,0,12,5/30/13 15:20,10,_m{wF|dobMq@c@}B{AgCcB}FwDe@[yE}C??Re@JIDCBCBABADADABA@?B?D?D?L@J@j@PZHJDr@LRBH?RCHAHCDA@ABADCDEDCDGFIHKBGHMFK\o@NYJQZy@`@kBTeADO\eABK@AJY`@sAp@sB`@qATs@Lo@Hm@Jg@@I@KFa@@W@]@U?SBS@QBQBODUFWFQJUJQ?ANUZYNSPSRSNULUNWL[La@??J[TkA|A{Ef@_BtAoERi@|BmHjAsDz@oC|D}LdEwM|DaM??iC_B}B}A}ByAaC}A{B_B{B_BkCaBiCeBGEiBmAGEKGoBoAGCuByAi@_@,yq{wFvkibMSMcAs@??{DfM??_CyA??tAgE
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 15:20,5/30/13 15:43,3,-73.945564,40.780308,-73.98011,40.763672,18,CSH,0,0.5,0,0,18.5,5/30/13 15:46,11,w{{wFznibMdBoFFW??AY?I?I?MDOFGHGJEJEf@SrAw@|Ai@f@QLEDA^KNEb@Kt@OrAYHAf@If@Gl@Eb@Ad@?^@XDVDZJRHVJXJVNVNVPXT\VXV\V\ZXVfC~Bn@h@VTPPPRPRPTPPV\V\T`@LRJPPVLVPZPTJNHJ\\PPbA|@pBhBLNhAjAp@l@HH@?dC|B\Tv@j@lAz@n@f@|BpB|@p@VPh@\`At@z@t@jC|BjBbBrC`C|ArAhCxB`@`@`@b@rA`BnAxAhBxBd@r@T`@^l@r@nAFHLPHLHJNR@@TTb@b@\Zp@h@JHFDPJl@`@RLNHJFDBDBDBFBHDdBfANN^VPXJNRNpAhA|A`Al@^^V\VVVTXbAtAj@z@f@n@??@J@FBF@B^^BDBDBDBH?B?D?D?F?B?D?DA@?@GH??oDbLiEvMwChJc@rA??KGqBqA{ByA??gC`I}AvEc@tAMd@_CnHgC~HqF~P]dAqC|IIV,ytxwF`fpbMm@lBe@vA}@pCCHCHWv@KZ??d@L^J
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 15:46,5/30/13 15:58,2,-73.98262,40.764423,-73.993446,40.758858,8.5,CRD,0,0.5,1,0,10,5/30/13 16:03,12,cxxwF`upbMTFb@LPFrB~@??}CrJmFxP??zBxAzBtA~B~AxBzA|BzAzBxA|@h@`An@zBzAtA|@d@\~BxAr@f@rAz@??iAjD,muwwFjzrbMe@vAcCrH_AtCuAdE{AzEo@vBg@|AYz@]lA[bAi@dBK\??sB{Ce@s@[c@c@m@??zD_MbDcKPk@Pk@@C@CV}@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:03,5/30/13 16:06,1,-73.99472,40.760906,-73.983139,40.775864,5.5,CRD,1,0.5,0.75,0,7.75,5/30/13 16:09,13,ecxwFrasbMJ[??}B{A}ByA{B}A{BwA}B{A}ByA{BwA_CyAyB_B_CyAyB}A_C{AeC_BeCcB{BuA??cC}AyByA}B{AyB_BwByA_C_BcCsAyByA}B}A??`@kA,i`{wFnypbMhAiDNg@V{@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:09,5/30/13 16:19,2,-73.981728,40.775375,-73.966194,40.766277,8,CRD,1,0.5,2.25,0,11.75,5/30/13 16:22,14,w|zwF`qpbM|A}E??xB|A|BxAfAr@v@f@??jFuP??Ny@@K?G?G?O?OEYAMCMCMAEAG?KAK@I?E@KBGDQBOL_@Tc@BCP[FMd@}@^w@h@iA\s@N[Xi@LUf@y@FMr@kAJSJQBEFKJQj@kAFOFML_@J]FWLi@DSDQ@E?ADQ?C@ABQBOLq@Ls@Nk@FYFa@@CJc@Na@DMLY@CRi@x@uB??fC}HzBmHPe@`A_D,kdywFrombM~@sC??zBzAxB|ADB
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 16:22,5/30/13 16:36,2,-73.966385,40.764721,-73.966103,40.765163,11,CSH,1,0.5,0,0,12.5,5/30/13 17:25,15,ozxwF|pmbMzBrAzBxA??}BnH??_CyA{B{A}ByA??~BoH??h@^,e}xwFznmbMnA|@`CvA??bC}H~DcMlAyDBIb@sAJ_@L_@t@}B??{@m@]Uc@[{ByA}BwA{B{A}ByA}B}AeAs@u@g@{BuAyAcAUQ
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:25,5/30/13 17:39,2,-73.956512,40.76704,-73.979858,40.755131,11.5,CRD,1,0.5,2.5,0,15.5,5/30/13 17:41,16,aiywFjskbMMIcAq@cAo@??iBxFa@pAy@zCW|@ELGNELEFGJEHGNGPKZcBfFk@hB{AzE}BlHQf@}BlHgBpF_@lA??hC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzA|BvAzBzAzB|AxBzAxBvA`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzA`Ap@,g~vwFhdpbMx@h@l@`@nAx@??Ob@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:41,5/30/13 17:52,2,-73.980606,40.754204,-73.991478,40.732552,9.5,CRD,1,0.5,2.1,0,13.1,5/30/13 17:55,17,_yvwFripbMyEfOe@vA??}B{A??`FyOl@iB??l@`@nAx@bC`Bb@XdBdAbBjATNzBxAzBzAxBtAzB|AzBtAfC|AbCdB|BzAxBvAzBvAzBzAxBzAfBhAPL|BzA|BvAn@`@XRXRJFdAp@RPr@d@dCdBzBtArBtAtBtAtBrAtBrArBvA|B~AxA~@LH`@V??t@{BDMbBqFTs@Ts@b@wA??dDb@hCZNBtC^??Oh@,iqrwFxmrbMwCpJ??{BkBiA}@q@g@KI
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 17:55,5/30/13 18:08,2,-73.992241,40.734592,-73.997826,40.746223,9.5,CRD,1,0.5,2,0,13,5/30/13 18:12,18,e~rwFnrrbMyBcB??Ts@Ts@b@wA??dDb@??oBhGyCtJoG`S??kCcBeCiBcC}AsBsAsBuAsBsA??qFtPoFxP??sBwA}@i@w@i@{BwAcAq@_Ao@cC_Bw@i@,}fuwFfusbMeAq@??oErN
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:12,5/30/13 18:23,2,-74.000061,40.747597,-73.996063,40.744167,7.5,CRD,1,0.5,2,0,11,5/30/13 18:25,19,souwFhctbM_@jA??|@j@z@h@r@f@nA|@??rF_QpEoN,oztwF`jsbMZcApF}PfAiD
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:25,5/30/13 18:46,2,-73.992004,40.742462,-73.946983,40.775867,17,CRD,1,0.5,3.6,0,22.1,5/30/13 18:53,20,yotwFtprbMPm@rDiLf@yA`AcDZcAtAeEn@oBFUdCyHbC_I|D_MhEyM??aAm@cAs@{@k@_Am@u@e@eAq@{B{A_Ao@{@i@YUYQeAq@_C{AYSwFqDyAcAe@YcBgAwA_A[UOMMIiBqAUQc@WaAm@q@c@A?A?GEAAKGu@a@oA{@i@]yB{A}@i@??QACAIE??K?AAC?OKUIUMaAk@IIKMKM_@a@?AIGCEKKOKo@c@QSgBkA}AcAa@YyBwAYQ??EICEEGAAIIAAACAAKOUYKO??KKiAs@m@_@SO[Ok@SUCSMQOMBcBcA{B{A}ByAu@e@eAs@_C{A{B{A_CyAi@_@yAaAeC_B_C_BkBmAOMmAw@o@a@{ByA{@m@]Uc@[{ByA}BwA{B{A}ByA}B}AeAs@u@g@{BuAyAcAc@[cAq@cAo@iCcB}ByA}B{AaCcB{ByA_C{AgCcBgCcB_C{A_C{A}B}A}ByA}BaBsAy@u@e@??rDoLHSJY,e`{wFrwibMKXIRsDnLkEbN??fCbB|B|AfCbBxBhA~BvA~BzAhCdBfC`B~B|A??EH
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 18:53,5/30/13 19:00,3,-73.956047,40.772049,-73.967407,40.772141,6,CSH,1,0.5,0,0,7.5,5/30/13 19:04,21,ghzwFhpkbMwDvLiC`I_CpHOd@_ClHcC|H??~AdAZR~B~A~B~A|BxAfCbBfAp@,shzwFpvmbM`Al@|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzAd@X
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:04,5/30/13 19:36,2,-73.970924,40.767223,-73.962708,40.719429,30,CRD,1,0.5,6.2,0,37.7,5/30/13 19:38,22,_jywFzlnbMvA|@zBzAzB|AxBzAxBvA??lC}H`CqHLa@`CqHbC}H|DcM??Gc@CYC]F}@Bg@@G@E?C@G@E@IjBqFHUFSL[Ts@b@_BHUJYbAwC`@iA?AZaAd@sAHUJ]~A{ExCaJNe@@EBE@G@ABIFOp@uBp@sB`@eA@GDKVs@tDgLxAoEv@eCX{@@C?Ad@wAvAiExAkELc@@A^iA`@mAHYTo@b@wAFQ?A`@oAZ}@|A{E?AFOVu@DKf@yA@CHYlBsF??JOJKLKFIHKFQ??f@}AFSJU??FOFMFOLWRg@JWLUn@sBL[HODIPORMTK^OXM??Pl@HT|@rDRt@Pr@?RPp@@Hb@fBPr@FPFNFPXhADP@LBPLx@Rt@`@nARt@HRFRHPDPLXj@rBx@pCZdABHr@jCRj@JDV~@X~@Rr@t@`CHZAPJ`@JZ@DJV\dAXz@bBxD~AxDJZ\v@Pb@NZ??RBTBXDTBF@JJrAZnBf@HB@?@@TFh@L@?RF@?@@B@F@@??@h@L@?@?zA^@?xA\n@Nt@PnAXfCl@RDD@NBTBT@T?V?LAj@G`CWbD]jBSb@Ev@O??n@Kn@K^If@KXElCYrAKx@GlCUrAMx@Ix@Q@?pAe@bEuBlAm@NInEqBnFgCjAk@PI??t@fDz@lDt@fDv@jDv@fDt@dDj@dCHl@??JZNRp@t@jBtBnBtBnBvBdAjAh@l@jBrBlBtBpBzBjBpBlBvBlBtBnBvB??}CxF??_AgAACm@i@e@i@,g_pwFtylbMGG[_@_@e@cAgAk@k@??fC}E
